stop_id,stop_code,stop_name,stop_lat,stop_lon,mode,mode_type,route_code,MUNI,HOOD,B_W_202505,B_S_202505,B_U_202505,R_W_202505
W07665,2221,GRAND AVE AT TRIAD METALS,40.5079,-80.1124,BUS,BUS,All Routes,"Neville township (Allegheny, PA)",,0.95,0,0.4,0
S46980,10258,WALNUT ST AT 33RD AVE FS,40.3302,-79.8423,BUS,BUS,All Routes,"McKeesport city (Allegheny, PA)",,1.48,1.6,0,0
N19590,3378,FERGUSON RD AT POST RD,40.5638,-79.99,BUS,BUS,All Routes,"McCandless township (Allegheny, PA)",,1.62,0,0,0
N13955,1306,CORNELL AVE AT OAKRIDGE RD,40.5108,-80.0456,BUS,BUS,All Routes,"Ross township (Allegheny, PA)",,0.43,0,0,0.05
S34220,12034,MIFFLIN RD AT #5419,40.3682,-79.9104,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Lincoln Place,0.1,0,0,0
X04060,6603,CEDAR BLVD AT LINDENDALE DR,40.3677,-80.0614,BUS,BUS,All Routes,"Mount Lebanon township (Allegheny, PA)",,0.1,0,0,0
X06910,6661,GRANDVIEW AVE AT HALLOCK ST,40.4373,-80.0173,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Mount Washington,2.1,0,1,0
N35650,3353,MT ROYAL BLVD AT BRAUN ST,40.519,-79.959,BUS,BUS,All Routes,"Shaler township (Allegheny, PA)",,0,0,0,0
S70618,22579,CAMP HOLLOW RD OPP MILLPORT DR,40.345,-79.9242,BUS,BUS,All Routes,"West Mifflin borough (Allegheny, PA)",,0.43,0.6,0,0
N21740,12663,FREEPORT RD AT RIDDLE RUN RD,40.5459,-79.7706,BUS,BUS,All Routes,"Springdale township (Allegheny, PA)",,0,0,0,0
E40825,8963,MT CARMEL RD AT FAYBERN DR,40.4666,-79.8743,BUS,BUS,All Routes,"Penn Hills township (Allegheny, PA)",,0.9,0.2,0,0
N36200,3340,MT ROYAL BLVD AT SCOTT AVE,40.5392,-79.9723,BUS,BUS,All Routes,"Shaler township (Allegheny, PA)",,0.05,0,0,0
W04670,16652,CLEVER RD OPP PITCHFORK LN,40.465,-80.1095,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,0.48,0.4,0,0
W08043,5655,GREENTREE RD AT FOREST DR FS,40.4055,-80.0542,BUS,BUS,All Routes,"Green Tree borough (Allegheny, PA)",,0.62,0.4,0,0
S10450,12030,BUTTERMILK HOLLOW RD AT PGH-MCKEESPORT BLVD,40.3581,-79.9092,BUS,BUS,All Routes,"West Mifflin borough (Allegheny, PA)",,0.38,0.2,0,0
N37270,2726,MT TROY RD OPP HOMESTEAD AVE,40.4724,-79.983,BUS,BUS,All Routes,"Reserve township (Allegheny, PA)",,0.62,0.4,0.2,0
E70847,20879,HAZELWOOD AVE OPP EMAHLEA ST,40.4179,-79.9367,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Hazelwood,0.24,0,0,0
X06700,6576,GILKESON RD AT OLD GILKESON RD,40.359,-80.0598,BUS,BUS,All Routes,"Mount Lebanon township (Allegheny, PA)",,0.9,0.2,0.6,0.05
N24002,19531,GRANT AVE AT LEHR AVE FS,40.5068,-79.951,BUS,BUS,All Routes,"Etna borough (Allegheny, PA)",,5.05,0,0,0
W70035,19709,PTI DR AT MCKEE RD,40.4221,-80.1916,BUS,BUS,All Routes,"North Fayette township (Allegheny, PA)",,,,,
X20230,6289,WEST LIBERTY AVE AT #2665,40.3975,-80.0284,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Brookline,2.43,0,0.4,0
W08034,5656,GREENTREE RD AT BANBURY LN,40.4063,-80.053,BUS,BUS,All Routes,"Green Tree borough (Allegheny, PA)",,0.43,0,0,0
E70894,21388,ROBINSON BLVD OPP W'BURG-PENN JOINT WATER AUTHOR,40.4578,-79.8649,BUS,BUS,All Routes,"Wilkinsburg borough (Allegheny, PA)",,0,0,0,0
N37000,2711,MT TROY RD OPP HOFFMAN RD,40.4907,-79.9921,BUS,BUS,All Routes,"Reserve township (Allegheny, PA)",,0.52,0.2,0,0
E05470,13498,BEATTY RD OPP COLLEGE PARK DR,40.4418,-79.7431,BUS,BUS,All Routes,"Monroeville municipality (Allegheny, PA)",,1.67,,,0
N35930,3342,MT ROYAL BLVD AT IOLA AVE,40.5369,-79.9715,BUS,BUS,All Routes,"Shaler township (Allegheny, PA)",,0.52,0.2,0,0
W11732,5801,LINDSAY RD AT #722,40.3855,-80.0793,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,0.1,0,0,0
E41070,8367,MURRAY AVE AT AYLESBORO AVE,40.4396,-79.923,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Squirrel Hill North,0.43,0,0,0.05
E32297,8076,JAMES ST OPP OHIO ST,40.4191,-79.8113,BUS,BUS,All Routes,"Monroeville municipality (Allegheny, PA)",,0.52,0,0,0
E70254,19361,WOOD ST OPP TIOGA ST,40.4493,-79.8841,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",East Hills,,,,
N36970,2709,MT TROY RD AT GEYER RD,40.4937,-79.9951,BUS,BUS,All Routes,"Reserve township (Allegheny, PA)",,0.19,0.4,0,0
E70967,22565,JAMES ST AT #1446,40.4212,-79.8062,BUS,BUS,All Routes,"Monroeville municipality (Allegheny, PA)",,0.19,0,0,0
S70227,18668,DELWAR RD OPP RITTER ENGINEERING,40.3508,-79.9508,BUS,BUS,All Routes,"West Mifflin borough (Allegheny, PA)",,0.67,0.6,0,0.05
S70462,21231,LEBANON SCHOOL RD OPP OLD ELIZABETH RD,40.3482,-79.9291,BUS,BUS,All Routes,"West Mifflin borough (Allegheny, PA)",,0.48,0,0.2,0
W11701,5806,LINDSAY RD AT NIXON SCHOOL,40.3861,-80.0753,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,,,,
W26290,4270,W PROSPECT AVE AT #210,40.4476,-80.0742,BUS,BUS,All Routes,"Ingram borough (Allegheny, PA)",,0.1,0,0,0
E10705,7847,BROADWAY BLVD OPP MAWCO DR,40.3983,-79.7889,BUS,BUS,All Routes,"Monroeville municipality (Allegheny, PA)",,0,0,0,0
N07070,258,BABCOCK BLVD OPP FAIRFIELD RD,40.564,-80.0193,BUS,BUS,All Routes,"McCandless township (Allegheny, PA)",,0,0,0,0
N14190,843,CENTER AVE AT TOWNSHIP RD,40.5189,-80.0254,BUS,BUS,All Routes,"West View borough (Allegheny, PA)",,2.24,1.2,0.2,0
N19675,2494,FERGUSON RD OPP LINWOOD DR #1,40.557,-79.9733,BUS,BUS,All Routes,"Hampton township (Allegheny, PA)",,0.05,0,0,0
S24470,15463,HWY RT 51 OPP JEFFERSON VETERINARY CLINIC,40.3014,-79.9295,BUS,BUS,All Routes,"Jefferson Hills borough (Allegheny, PA)",,0,0.2,0,0
S70325,20540,STATE ST AT FRANCIS AVE,40.2966,-79.8746,BUS,BUS,All Routes,"Clairton city (Allegheny, PA)",,0,0,0,0
W04200,3651,CHARTIERS AVE EXT AT #1536,40.4671,-80.0818,BUS,BUS,All Routes,"McKees Rocks borough (Allegheny, PA)",,0,0,0.4,0
W70143,21116,HERBST RD AT HERBST MANOR RD,40.4914,-80.1192,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,0,0,0,0
E25363,12129,GREENFIELD AVE OPP HAYWORTH ST,40.4252,-79.9454,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Greenfield,0,0,0,0
E32326,18503,JAMES ST OPP SPEELMAN LN FS,40.4217,-79.798,BUS,BUS,All Routes,"Monroeville municipality (Allegheny, PA)",,0,0,0,0
E43990,13605,OLD WILLIAM PENN HWY AT WILLIAMSBURG DR,40.4414,-79.7538,BUS,BUS,All Routes,"Monroeville municipality (Allegheny, PA)",,0,,,0
E70945,22312,HILLCREST ST OPP WICKLOW ST,40.4678,-79.9357,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Garfield,,,,
E70947,7897,WM PENN HWY AT #2295,40.446,-79.8531,BUS,BUS,All Routes,"Churchill borough (Allegheny, PA)",,1.33,0,0,0
N08590,1449,BEAVER ST AT #1449,40.53,-80.1655,BUS,BUS,All Routes,"Glen Osborne borough (Allegheny, PA)",,0,0.2,0,0
N08680,1447,BEAVER ST AT SYCAMORE AVE,40.5283,-80.1614,BUS,BUS,All Routes,"Glen Osborne borough (Allegheny, PA)",,0.05,0,0,0
N15510,919,CONNIE DR OPP OLD CONNIE DR,40.4964,-80.0229,BUS,BUS,All Routes,"Ross township (Allegheny, PA)",,0.05,0,0,0
N37310,2778,MT TROY RD OPP RIDGELAWN CEMETERY ENTRANCE,40.4821,-79.9895,BUS,BUS,All Routes,"Reserve township (Allegheny, PA)",,0.05,0.8,1,0
S31380,11668,MAIN ST AT MARHAM RD,40.3926,-79.9003,BUS,BUS,All Routes,"Munhall borough (Allegheny, PA)",,0,0,0,0
S70317,20532,HWY RT 885 AT WRAY DR FS,40.3152,-79.9172,BUS,BUS,All Routes,"Jefferson Hills borough (Allegheny, PA)",,0.1,0,0,0
S70378,9957,STATE ST AT FRANCIS ST,40.2968,-79.8747,BUS,BUS,All Routes,"Clairton city (Allegheny, PA)",,0,0,0,0
W08720,3438,HERBST RD AT #235,40.4995,-80.1152,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,0,0,0,0
W08740,3447,HERBST RD AT MARY ST,40.4864,-80.1175,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,0,0,0,0
W11707,5808,LINDSAY RD AT PEACHTREE RD FS,40.3843,-80.0717,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,,,,
W11720,19579,LINDSAY RD AT OLD GREENTREE RD,40.3858,-80.0843,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,,,,
W70015,3698,CLEVER RD AT FIELD CLUB DR,40.4689,-80.1264,BUS,BUS,All Routes,"Robinson township (Allegheny, PA)",,0.1,0,0,0
X04160,6602,CEDAR BLVD AT #1154,40.3695,-80.0606,BUS,BUS,All Routes,"Mount Lebanon township (Allegheny, PA)",,0,0,0,0
X06740,6609,GILKESON RD AT #223,40.3575,-80.0554,BUS,BUS,All Routes,"Mount Lebanon township (Allegheny, PA)",,,,,
S43390,9401,SOUTH MALL ENTRANCE DR AT PNC DRVWY,40.3355,-79.9466,BUS,BUS,All Routes,"West Mifflin borough (Allegheny, PA)",,,,,
X18560,6260,VANADIUM RD AT ELMBROOK LN,40.3695,-80.0857,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,2.48,0,1.8,0
N05950,1831,ARCH ST AT NORTH SHORE FAMILY HEALTH,40.4543,-80.009,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Allegheny Center,3.1,3.8,3.8,0
X02050,6283,BOWER HILL RD AT CARNEGIE DR,40.3832,-80.0564,BUS,BUS,All Routes,"Mount Lebanon township (Allegheny, PA)",,6.81,1.6,1,0
N20520,12651,FREEPORT RD AT 2ND ST,40.5749,-79.7779,BUS,BUS,All Routes,"East Deer township (Allegheny, PA)",,3.14,1.4,0.4,0
N52600,2747,TROY HILL RD AT PROVIDENCE ST FS,40.4576,-79.9894,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Troy Hill,1.81,0.4,0.2,0
X03180,6192,BROOKLINE BLVD AT #1439,40.3925,-80.0072,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Brookline,2.24,1.8,0.4,0
N70176,18804,FOX CHAPEL RD AT #325 (O'HARA MUNICIPAL BUILDIN,40.4956,-79.8822,BUS,BUS,All Routes,"O'Hara township (Allegheny, PA)",,0.1,0,0,0
S70359,20586,BOWMAN AVE AT LIME ST,40.361,-79.8329,BUS,BUS,All Routes,"McKeesport city (Allegheny, PA)",,0.71,1.4,1,0
N07290,124,BABCOCK BLVD OPP WINCHESTER DR,40.566,-80.0165,BUS,BUS,All Routes,"McCandless township (Allegheny, PA)",,0.67,2.6,0,0
S50240,11197,WORTHINGTON AVE AT 9TH ST,40.2922,-79.8915,BUS,BUS,All Routes,"Clairton city (Allegheny, PA)",,1.33,0.4,0.4,0
N32410,322,MCKNIGHT RD AT ARCADIA DR,40.5767,-80.0261,BUS,BUS,All Routes,"McCandless township (Allegheny, PA)",,23.19,0,0.2,0
N15020,2826,CHESTNUT ST AT SUISMON ST,40.4562,-79.995,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",East Allegheny,0.05,0,0,0
N70175,18803,DELAFIELD RD AT FOX CHAPEL RD,40.4991,-79.8839,BUS,BUS,All Routes,"O'Hara township (Allegheny, PA)",,0.1,0,0.8,0
X02370,4748,BOWER HILL RD AT SALEM DR,40.3814,-80.0591,BUS,BUS,All Routes,"Mount Lebanon township (Allegheny, PA)",,0.43,0,0.4,0
N51640,2809,SUNSET AVE OPP NORRIS ST,40.4713,-80.0008,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Spring Hill-City View,0.19,0,0.2,0
X06122,5928,FT COUCH RD AT MEDICAL ARTS BLDG,40.3409,-80.0523,BUS,BUS,All Routes,"Bethel Park municipality (Allegheny, PA)",,0.67,0,0.4,0
X03050,6191,BROOKLINE BLVD AT GREENCREST DR,40.3923,-80.0051,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Brookline,2.9,0.6,1,0
X02380,4751,BOWER HILL RD AT SERPENTINE DR,40.3843,-80.0557,BUS,BUS,All Routes,"Mount Lebanon township (Allegheny, PA)",,0.38,0,0,0
S45030,11586,ST JOSEPH ST AT #184,40.4134,-79.9837,BUS,BUS,All Routes,"Mount Oliver borough (Allegheny, PA)",,2.81,0.2,0.2,0
N49441,2192,SEWICKLEY BRIDGE RAMP OPP KRAMER WAY,40.536,-80.1849,BUS,BUS,All Routes,"Sewickley borough (Allegheny, PA)",,0.33,0.8,0.4,0
X19470,5950,WASHINGTON RD AT SHADY DR,40.3831,-80.0438,BUS,BUS,All Routes,"Mount Lebanon township (Allegheny, PA)",,1,0.4,0,0
W08610,3452,HERBST RD AT FOREST GROVE RD,40.4822,-80.1119,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,1.67,0.6,1.4,0
N36340,3343,MT ROYAL BLVD AT VILSACK RD,40.5359,-79.9708,BUS,BUS,All Routes,"Shaler township (Allegheny, PA)",,0.05,0,0,0
N15310,1772,COLBY ST AT MT PLEASANT RD,40.4833,-80.0039,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Summer Hill,3.14,1,1.6,0.1
E70968,22564,JAMES ST AT #1445,40.4212,-79.8063,BUS,BUS,All Routes,"Monroeville municipality (Allegheny, PA)",,0.1,0,0,0
S35510,6993,ARLINGTON AVE AT #1047,40.4235,-79.9891,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Allentown,0.19,0.4,0.2,0
N14790,1789,N CHARLES ST OPP STRAUSS ST,40.4632,-80.0199,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Perry South,1.38,0.4,0.4,0
E70075,16779,BROADWAY BLVD AT #1010,40.4007,-79.7727,BUS,BUS,All Routes,"Pitcairn borough (Allegheny, PA)",,0.86,0.2,0,0
W11717,5798,LINDSAY RD OPP #559,40.3823,-80.0842,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,0.14,0.2,0,0
S47000,10256,WALNUT ST AT 35TH AVE,40.3285,-79.8408,BUS,BUS,All Routes,"McKeesport city (Allegheny, PA)",,,,,
W06630,3511,FAIRHAVEN RD AT #59,40.471,-80.1001,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,8.57,5,2,0
S70324,20539,STATE ST AT MILL DR,40.2944,-79.8746,BUS,BUS,All Routes,"Clairton city (Allegheny, PA)",,0.05,0.2,0,0
X02270,6282,BOWER HILL RD AT PARKVIEW DR,40.3798,-80.0631,BUS,BUS,All Routes,"Mount Lebanon township (Allegheny, PA)",,3.71,0.2,0.2,0
S39665,17534,PROSPECT RD AT BERYL DR FS,40.3614,-79.9622,BUS,BUS,All Routes,"Baldwin borough (Allegheny, PA)",,0.9,0,0.4,0
E06370,7651,BEELER ST OPP BEELERMONT PL,40.4455,-79.9333,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Squirrel Hill North,0,0,0,0
X03990,4740,CEDAR BLVD AT CARNEGIE DR,40.38,-80.053,BUS,BUS,All Routes,"Mount Lebanon township (Allegheny, PA)",,,,,
N45830,2732,RIALTO ST OPP TOURS ST,40.4666,-79.9824,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Troy Hill,0.33,0.2,0.4,0
W13250,3461,MCCOY RD AT GREENWOOD DR,40.478,-80.0941,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,1.24,0,0,0
N36950,2719,MT TROY RD OPP FORNOF LN,40.4785,-79.9864,BUS,BUS,All Routes,"Reserve township (Allegheny, PA)",,0.19,0,0,0
W08083,5659,GREENTREE RD AT ORIOLE DR,40.4103,-80.0475,BUS,BUS,All Routes,"Green Tree borough (Allegheny, PA)",,0.33,0.4,0,0
S70346,16230,EAST PITTSBURGH-MCKEESPORT BLV AT AULT ST,40.3645,-79.8292,BUS,BUS,All Routes,"North Versailles township (Allegheny, PA)",,0,0,0.2,0
S70622,22587,HWY RT 885 AT #1620,40.3241,-79.9269,BUS,BUS,All Routes,"Jefferson Hills borough (Allegheny, PA)",,0.71,0.4,0.2,0
W11765,5805,LINDSAY RD OPP GREENVIEW DR,40.3869,-80.0765,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,0,0,0,0
S48750,11123,WHITAKER WAY AT HIGHWOOD ST,40.406,-79.8928,BUS,BUS,All Routes,"Munhall borough (Allegheny, PA)",,0.1,0,0,0
X13590,6082,PIONEER AVE AT ROSSMORE AVE,40.3979,-80.0229,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Brookline,1.95,0.6,0.4,0
W13480,3467,MCCOY RD OPP NEVILLE AVE,40.4797,-80.0839,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,2.19,0.2,0,0
N37090,2720,MT TROY RD OPP #2840,40.4768,-79.9877,BUS,BUS,All Routes,"Reserve township (Allegheny, PA)",,0.14,0,0,0
X02060,6276,BOWER HILL RD AT CLEMSON DR,40.3724,-80.0765,BUS,BUS,All Routes,"Mount Lebanon township (Allegheny, PA)",,0.52,0.2,0,0
E70948,8931,MT CARMEL RD OPP MASON RD,40.4655,-79.8782,BUS,BUS,All Routes,"Penn Hills township (Allegheny, PA)",,0.14,0,0,0
N08270,1351,BEAVER RD AT CHURCH LN,40.5563,-80.197,BUS,BUS,All Routes,"Edgeworth borough (Allegheny, PA)",,0.33,0,0.2,0
X04150,6582,CEDAR BLVD AT #1163,40.3693,-80.0606,BUS,BUS,All Routes,"Mount Lebanon township (Allegheny, PA)",,0.1,0.2,0,0
X04290,19674,CEDAR BLVD OPP OLD CEDAR BLVD,40.3717,-80.0592,BUS,BUS,All Routes,"Mount Lebanon township (Allegheny, PA)",,0,0,0,0
X00490,6245,BANK ST AT GREGG AVE,40.3551,-80.1085,BUS,BUS,All Routes,"Bridgeville borough (Allegheny, PA)",,1.38,0,0,0
N22830,12642,FREEPORT RD OPP WORKS ENTRANCE #3,40.593,-79.7709,BUS,BUS,All Routes,"East Deer township (Allegheny, PA)",,0,0,0,0
S27880,12025,LEBANON CHURCH RD AT CURRY HOLLOW RD,40.3506,-79.9245,BUS,BUS,All Routes,"West Mifflin borough (Allegheny, PA)",,0.52,0,0,0
N06450,125,BABCOCK BLVD AT FAIRFIELD RD,40.5642,-80.0191,BUS,BUS,All Routes,"McCandless township (Allegheny, PA)",,0,0,0,0
N20660,12644,FREEPORT RD AT BARTSCH ST,40.5858,-79.777,BUS,BUS,All Routes,"East Deer township (Allegheny, PA)",,0.62,0.2,0.8,0
S47380,10254,WALNUT ST OPP EXXON STATION,40.3259,-79.8394,BUS,BUS,All Routes,"McKeesport city (Allegheny, PA)",,0,0,0,0
E44430,13500,OLD WILLIAM PENN HWY AT GLENWOOD DR,40.4408,-79.745,BUS,BUS,All Routes,"Monroeville municipality (Allegheny, PA)",,4,,,0
X04100,6583,CEDAR BLVD AT MAYFAIR DR,40.3708,-80.0599,BUS,BUS,All Routes,"Mount Lebanon township (Allegheny, PA)",,0.19,0,0,0
W70166,22557,WASHINGTON PIKE AT #1308,40.3772,-80.0972,BUS,BUS,All Routes,"Collier township (Allegheny, PA)",,,,,
E70879,21240,GREENSBURG PIKE OPP LLOYD AVE,40.397,-79.8213,BUS,BUS,All Routes,"North Versailles township (Allegheny, PA)",,0,0,0,0
W23103,5046,SUMMIT PARK DR OPP #35,40.4505,-80.1905,BUS,BUS,All Routes,"North Fayette township (Allegheny, PA)",,2.19,0,0,0
N37030,2718,MT TROY RD OPP KINKURA DR,40.4794,-79.9876,BUS,BUS,All Routes,"Reserve township (Allegheny, PA)",,0.95,0,0,0
N71339,22644,MT TROY RD AT VILLA DR,40.4957,-80.0007,BUS,BUS,All Routes,"Reserve township (Allegheny, PA)",,0.57,0,0,0
X02360,6251,BOWER HILL RD AT #802,40.3599,-80.1018,BUS,BUS,All Routes,"Bridgeville borough (Allegheny, PA)",,0.29,0.2,0.2,0
X07010,6657,GRANDVIEW AVE AT SHALER ST,40.4404,-80.0232,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Duquesne Heights,2,0.2,0.2,0
W70094,3454,FOREST GROVE RD AT #324 (FLAMINGO LANDSCAPE),40.481,-80.1061,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,1.24,0.4,0,0
S70107,17533,PROSPECT RD OPP CAPAREL TOWNHOUSES,40.3596,-79.9597,BUS,BUS,All Routes,"Baldwin borough (Allegheny, PA)",,1.05,0.8,0.4,0
N08870,1370,BEAVER ST OPP SYCAMORE AVE,40.5284,-80.1617,BUS,BUS,All Routes,"Glen Osborne borough (Allegheny, PA)",,0.1,0.2,0,0
N36390,3341,MT ROYAL BLVD AT WOODLAND AVE,40.5379,-79.9722,BUS,BUS,All Routes,"Shaler township (Allegheny, PA)",,0.05,0,0,0
N36960,2715,MT TROY RD AT GARDENVIEW DR,40.4851,-79.992,BUS,BUS,All Routes,"Reserve township (Allegheny, PA)",,0.67,0.4,0.2,0
W08227,5658,GREENTREE RD OPP GREENRIDGE LN,40.4098,-80.0481,BUS,BUS,All Routes,"Green Tree borough (Allegheny, PA)",,,,,
W70162,3673,PINE HOLLOW RD AT KENMAWR PLAZA DRVWY,40.4754,-80.0976,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,1.52,0.4,0.6,0
N15522,799,CONNIE DR OPP MERWOOD DR,40.4994,-80.0246,BUS,BUS,All Routes,"Ross township (Allegheny, PA)",,1.19,0.2,0.2,0
N37130,2723,MT TROY RD AT #2637,40.4735,-79.9852,BUS,BUS,All Routes,"Reserve township (Allegheny, PA)",,1.38,0.4,0,0
S50254,11205,WORTHINGTON AVE AT ONEIDA DR,40.2946,-79.9055,BUS,BUS,All Routes,"Jefferson Hills borough (Allegheny, PA)",,0.67,0,0.4,0
N19520,3375,FERGUSON RD AT FOXCROFT LN,40.5651,-79.9958,BUS,BUS,All Routes,"McCandless township (Allegheny, PA)",,0.14,0,0,0
X12687,5932,OXFORD DR OPP VILLAGE SQUARE UPPER ENTRANCE,40.3479,-80.0496,BUS,BUS,All Routes,"Bethel Park municipality (Allegheny, PA)",,0.48,0,0.2,0
S50255,11204,WORTHINGTON AVE OPP PETERSON DR,40.2939,-79.9032,BUS,BUS,All Routes,"Jefferson Hills borough (Allegheny, PA)",,0.1,0,0,0
X08860,19731,KANE BLVD AT OUR LADY OF GRACE CHURCH,40.374,-80.085,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,0.29,0,0,0
E48510,8474,REYNOLDS ST AT MURTLAND ST,40.448,-79.9076,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Point Breeze,0.14,0,0,0
N52590,2745,TROY HILL RD AT N CATHOLIC HIGH SCHOOL,40.4603,-79.9852,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Troy Hill,0.05,0,0,0
E10710,7844,BROADWAY BLVD OPP QUARRY RD,40.3964,-79.7937,BUS,BUS,All Routes,"Monroeville municipality (Allegheny, PA)",,0.1,0,0.2,0
N19545,3383,FERGUSON RD AT LINWOOD DR #2,40.5571,-79.9735,BUS,BUS,All Routes,"Hampton township (Allegheny, PA)",,0.38,0,0,0
N19700,3379,FERGUSON RD AT LAMMERTON DR,40.5612,-79.9876,BUS,BUS,All Routes,"Hampton township (Allegheny, PA)",,0.33,0,0.6,0
W11775,5802,LINDSAY RD AT WYNNECLIFF DR #2,40.3873,-80.0794,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,0.05,0,0,0
X02350,6250,BOWER HILL RD AT #736,40.3586,-80.104,BUS,BUS,All Routes,"Bridgeville borough (Allegheny, PA)",,0.19,0.2,0,0
W11715,5796,LINDSAY RD OPP #443,40.3842,-80.0845,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,0.24,0,0,0
E05295,18611,BEATTY RD AT BEATTY POINTE VILLAGE FS,40.4457,-79.7474,BUS,BUS,All Routes,"Monroeville municipality (Allegheny, PA)",,0.52,,,0
N08490,1366,BEAVER ST AT OSBORNE LN,40.5331,-80.1721,BUS,BUS,All Routes,"Glen Osborne borough (Allegheny, PA)",,0.05,0,0,0.05
W04140,3609,CHARTIERS AVE EXT AT HOWARD ST,40.4679,-80.0844,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,0.05,0.8,0,0
X00700,4567,BANKSVILLE RD AT #1593,40.4101,-80.0315,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Beechview,0.19,4.4,0,0
X02290,6277,BOWER HILL RD AT PAT HAVEN DR,40.3732,-80.0756,BUS,BUS,All Routes,"Mount Lebanon township (Allegheny, PA)",,0.05,0.2,0,0
E44550,13504,OLD WILLIAM PENN HWY OPP WILLIAMSBURG DR,40.4414,-79.7536,BUS,BUS,All Routes,"Monroeville municipality (Allegheny, PA)",,0.86,,,0
N16742,705,DUNCAN AVE OPP ROYAL MANOR CT #1,40.5666,-80.0037,BUS,BUS,All Routes,"McCandless township (Allegheny, PA)",,0.33,0,0.2,0
N37260,2727,MT TROY RD OPP HIGHLAND AVE (#1287),40.4708,-79.9825,BUS,BUS,All Routes,"Reserve township (Allegheny, PA)",,,,,
N70177,18805,FOX CHAPEL RD OPP N MARGERY DR,40.4918,-79.8817,BUS,BUS,All Routes,"O'Hara township (Allegheny, PA)",,0,0,0,0
W08700,3439,HERBST RD AT #225,40.4995,-80.1166,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,0,0,0,0
W11718,5799,LINDSAY RD OPP #601,40.3831,-80.0825,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,0,0,0,0
W18340,5415,NOBLESTOWN RD OPP ST PAUL'S SEMINARY,40.4196,-80.0666,BUS,BUS,All Routes,"Green Tree borough (Allegheny, PA)",,,,,
X70082,22517,BOWER HILL RD AT BEDNER'S FARM MARKET,40.3616,-80.09,BUS,BUS,All Routes,"Upper St. Clair township (Allegheny, PA)",,0.05,0,0,0
X70086,22640,KANE BLVD AT BOWER HILL RD,40.3719,-80.0828,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,0.05,0,0,0
N15480,19349,CONNIE DR OPP OLD CONNIE DR,40.4962,-80.0227,BUS,BUS,All Routes,"Ross township (Allegheny, PA)",,0,0.2,0,0
N37120,16347,MT TROY RD AT BAUN RD,40.4815,-79.9892,BUS,BUS,All Routes,"Reserve township (Allegheny, PA)",,1.86,1,3,0
