place,anchor,geoid,lat,lon,population,headline_current_median_min,headline_current_reachable_fraction,headline_current_access_stops,headline_proposed_median_min,headline_proposed_reachable_fraction,headline_proposed_access_stops,strict_current_median_min,strict_current_reachable_fraction,strict_current_access_stops,strict_proposed_median_min,strict_proposed_reachable_fraction,strict_proposed_access_stops,change_headline_min
"Kennedy township (Allegheny, PA)",Downtown,420034600022,40.471781,-80.103291,1802.0,53.2,1.0,4,54.3,1.0,2,53.3,1.0,4,54.3,1.0,2,1.1
"Kennedy township (Allegheny, PA)",Downtown,420034600023,40.479203,-80.112672,803.0,64.2,1.0,2,,0.0,0,64.3,1.0,2,,0.0,0,
"Kennedy township (Allegheny, PA)",Oakland,420034591011,40.495809,-80.136659,1733.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Kennedy township (Allegheny, PA)",Oakland,420034600011,40.488192,-80.115839,1654.0,82.1,1.0,5,,0.0,0,84.1,1.0,5,,0.0,0,
"Kennedy township (Allegheny, PA)",Oakland,420034600012,40.49082,-80.105407,1272.0,97.1,1.0,2,,0.0,0,103.1,1.0,2,,0.0,0,
"Kennedy township (Allegheny, PA)",Oakland,420034600013,40.480775,-80.093188,1999.0,79.1,1.0,6,73.4,1.0,7,80.1,1.0,6,75.4,1.0,7,-5.7
"Kennedy township (Allegheny, PA)",Oakland,420034600021,40.463002,-80.102596,1171.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Kennedy township (Allegheny, PA)",Oakland,420034600022,40.471781,-80.103291,1802.0,76.1,1.0,4,74.4,1.0,2,76.1,1.0,4,74.4,1.0,2,-1.7
"Kennedy township (Allegheny, PA)",Oakland,420034600023,40.479203,-80.112672,803.0,87.1,1.0,2,,0.0,0,90.1,1.0,2,,0.0,0,
Knoxville,Downtown,420033001001,40.417111,-79.992158,787.0,36.4,1.0,22,36.4,1.0,15,36.4,1.0,22,36.4,1.0,15,0.0
Knoxville,Downtown,420033001002,40.41486,-79.992536,772.0,33.4,1.0,22,31.4,1.0,15,33.4,1.0,22,31.4,1.0,15,-2.0
Knoxville,Downtown,420033001003,40.412838,-79.992846,639.0,33.4,1.0,16,34.4,1.0,6,33.4,1.0,16,34.4,1.0,6,1.0
Knoxville,Downtown,420033001004,40.411053,-79.993301,655.0,32.4,1.0,18,33.4,1.0,5,32.4,1.0,18,33.4,1.0,5,1.0
Knoxville,Downtown,420033001005,40.40881,-79.993932,640.0,32.4,1.0,14,33.4,1.0,4,32.4,1.0,14,33.4,1.0,4,1.0
Knoxville,Downtown,420034810003,40.409992,-79.988462,1046.0,30.4,1.0,9,31.4,1.0,7,30.4,1.0,9,31.4,1.0,7,1.0
Knoxville,Oakland,420033001001,40.417111,-79.992158,787.0,40.1,1.0,22,44.4,1.0,15,40.1,1.0,22,44.4,1.0,15,4.3
Knoxville,Oakland,420033001002,40.41486,-79.992536,772.0,38.1,1.0,22,41.4,1.0,15,38.1,1.0,22,44.4,1.0,15,3.3
Knoxville,Oakland,420033001003,40.412838,-79.992846,639.0,39.1,1.0,16,41.4,1.0,6,39.1,1.0,16,44.4,1.0,6,2.3
Knoxville,Oakland,420033001004,40.411053,-79.993301,655.0,41.1,1.0,18,40.4,1.0,5,42.1,1.0,18,43.4,1.0,5,-0.7
Knoxville,Oakland,420033001005,40.40881,-79.993932,640.0,40.1,1.0,14,40.4,1.0,4,40.1,1.0,14,43.4,1.0,4,0.3
Knoxville,Oakland,420034810003,40.409992,-79.988462,1046.0,40.1,1.0,9,38.4,1.0,7,40.1,1.0,9,41.4,1.0,7,-1.7
Larimer,Downtown,420031209001,40.464128,-79.910378,565.0,36.7,1.0,15,40.4,1.0,15,42.0,1.0,15,47.4,1.0,15,3.7
Larimer,Downtown,420031209002,40.46255,-79.912626,980.0,33.7,1.0,28,36.7,1.0,24,38.0,1.0,28,40.7,1.0,24,3.0
Larimer,Oakland,420031209001,40.464128,-79.910378,565.0,47.1,1.0,15,41.7,1.0,15,47.4,1.0,15,46.3,1.0,15,-5.4
Larimer,Oakland,420031209002,40.46255,-79.912626,980.0,42.1,1.0,28,36.7,1.0,24,42.1,1.0,28,38.8,1.0,24,-5.4
"Leetsdale borough (Allegheny, PA)",Downtown,420034470001,40.576475,-80.209301,1624.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Leetsdale borough (Allegheny, PA)",Downtown,420034480001,40.56641,-80.209728,1162.0,82.3,1.0,6,100.9,1.0,6,82.3,1.0,6,100.9,1.0,6,18.6
"Leetsdale borough (Allegheny, PA)",Downtown,420034490001,40.5606,-80.231038,861.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Leetsdale borough (Allegheny, PA)",Oakland,420034470001,40.576475,-80.209301,1624.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Leetsdale borough (Allegheny, PA)",Oakland,420034480001,40.56641,-80.209728,1162.0,107.1,1.0,6,121.4,1.0,6,107.1,1.0,6,121.4,1.0,6,14.3
"Leetsdale borough (Allegheny, PA)",Oakland,420034490001,40.5606,-80.231038,861.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Lincoln Place,Downtown,420033102001,40.377271,-79.912137,666.0,59.1,1.0,8,66.9,1.0,8,59.1,1.0,8,66.9,1.0,8,7.8
Lincoln Place,Downtown,420033102002,40.367584,-79.912465,1774.0,54.1,1.0,10,52.9,1.0,10,54.1,1.0,10,52.9,1.0,10,-1.2
Lincoln Place,Downtown,420033102003,40.373853,-79.916807,715.0,59.1,1.0,4,54.9,1.0,4,59.1,1.0,4,54.9,1.0,4,-4.2
Lincoln Place,Downtown,420034883001,40.372101,-79.901135,1060.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Lincoln Place,Oakland,420033102001,40.377271,-79.912137,666.0,71.3,1.0,8,80.2,1.0,8,74.1,1.0,8,80.2,1.0,8,8.9
Lincoln Place,Oakland,420033102002,40.367584,-79.912465,1774.0,62.1,1.0,10,70.2,1.0,10,66.6,1.0,10,70.2,1.0,10,8.1
Lincoln Place,Oakland,420033102003,40.373853,-79.916807,715.0,63.3,1.0,4,75.2,1.0,4,68.6,1.0,4,75.2,1.0,4,11.9
Lincoln Place,Oakland,420034883001,40.372101,-79.901135,1060.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Lincoln-Lemington-Belmar,Downtown,420031203001,40.469309,-79.903758,883.0,57.9,1.0,13,51.4,1.0,13,64.7,1.0,13,61.7,1.0,13,-6.5
Lincoln-Lemington-Belmar,Downtown,420031203002,40.466614,-79.900776,541.0,40.0,1.0,18,44.4,1.0,18,45.0,1.0,18,50.4,1.0,18,4.4
Lincoln-Lemington-Belmar,Downtown,420035619001,40.472497,-79.894402,656.0,42.7,1.0,19,45.5,1.0,12,47.0,1.0,19,50.7,1.0,12,2.8
Lincoln-Lemington-Belmar,Downtown,420035619002,40.466855,-79.892571,1242.0,40.0,1.0,27,44.4,1.0,29,43.0,1.0,27,48.5,1.0,29,4.4
Lincoln-Lemington-Belmar,Downtown,420039818001,40.479349,-79.897814,314.0,55.0,1.0,2,,0.0,0,60.7,1.0,2,,0.0,0,
Lincoln-Lemington-Belmar,Oakland,420031203001,40.469309,-79.903758,883.0,66.1,1.0,13,55.7,1.0,13,66.1,1.0,13,59.7,1.0,13,-10.4
Lincoln-Lemington-Belmar,Oakland,420031203002,40.466614,-79.900776,541.0,51.1,1.0,18,45.7,1.0,18,51.1,1.0,18,49.7,1.0,18,-5.4
Lincoln-Lemington-Belmar,Oakland,420035619001,40.472497,-79.894402,656.0,54.1,1.0,19,47.7,1.0,12,54.1,1.0,19,51.7,1.0,12,-6.4
Lincoln-Lemington-Belmar,Oakland,420035619002,40.466855,-79.892571,1242.0,52.1,1.0,27,46.7,1.0,29,52.1,1.0,27,49.8,1.0,29,-5.4
Lincoln-Lemington-Belmar,Oakland,420039818001,40.479349,-79.897814,314.0,66.1,1.0,2,,0.0,0,66.1,1.0,2,,0.0,0,
Lower Lawrenceville,Downtown,420030603001,40.463321,-79.960547,1012.0,26.7,1.0,15,22.7,1.0,15,26.9,1.0,15,22.7,1.0,15,-4.0
Lower Lawrenceville,Downtown,420030603002,40.465531,-79.964946,1629.0,26.9,1.0,15,21.7,1.0,16,26.9,1.0,15,21.7,1.0,16,-5.2
Lower Lawrenceville,Oakland,420030603001,40.463321,-79.960547,1012.0,35.1,1.0,15,31.2,1.0,15,35.1,1.0,15,31.2,1.0,15,-3.9
Lower Lawrenceville,Oakland,420030603002,40.465531,-79.964946,1629.0,40.1,1.0,15,40.4,1.0,16,41.1,1.0,15,41.2,1.0,16,0.3
Manchester,Downtown,420035652001,40.453548,-80.023662,1274.0,35.9,1.0,17,34.9,1.0,9,35.9,1.0,17,34.9,1.0,9,-1.0
Manchester,Downtown,420035652002,40.457011,-80.026166,757.0,30.9,1.0,20,33.9,1.0,18,30.9,1.0,20,33.9,1.0,18,3.0
Manchester,Downtown,420039806001,40.452554,-80.027017,19.0,38.9,1.0,14,36.9,1.0,7,38.9,1.0,14,36.9,1.0,7,-2.0
Manchester,Oakland,420035652001,40.453548,-80.023662,1274.0,61.1,1.0,17,57.4,1.0,9,64.1,1.0,17,57.4,1.0,9,-3.7
Manchester,Oakland,420035652002,40.457011,-80.026166,757.0,57.1,1.0,20,56.4,1.0,18,60.1,1.0,20,56.4,1.0,18,-0.7
Manchester,Oakland,420039806001,40.452554,-80.027017,19.0,65.1,1.0,14,59.4,1.0,7,67.1,1.0,14,59.4,1.0,7,-5.7
Marshall-Shadeland,Downtown,420032716001,40.476225,-80.026512,759.0,37.9,1.0,4,38.0,1.0,4,37.9,1.0,4,38.0,1.0,4,0.1
Marshall-Shadeland,Downtown,420032716002,40.470517,-80.029534,1185.0,34.9,1.0,19,35.5,1.0,19,34.9,1.0,19,35.5,1.0,19,0.6
Marshall-Shadeland,Downtown,420032716003,40.471597,-80.033913,1134.0,40.3,1.0,13,40.9,1.0,13,40.9,1.0,13,40.9,1.0,13,0.6
Marshall-Shadeland,Downtown,420032716004,40.465836,-80.028562,968.0,33.9,1.0,9,34.9,1.0,11,33.9,1.0,9,34.9,1.0,11,1.0
Marshall-Shadeland,Oakland,420032716001,40.476225,-80.026512,759.0,61.1,1.0,4,59.4,1.0,4,68.1,1.0,4,60.4,1.0,4,-1.7
Marshall-Shadeland,Oakland,420032716002,40.470517,-80.029534,1185.0,59.1,1.0,19,57.4,1.0,19,65.1,1.0,19,58.4,1.0,19,-1.7
Marshall-Shadeland,Oakland,420032716003,40.471597,-80.033913,1134.0,66.1,1.0,13,64.2,1.0,13,70.1,1.0,13,64.4,1.0,13,-1.9
Marshall-Shadeland,Oakland,420032716004,40.465836,-80.028562,968.0,58.1,1.0,9,56.4,1.0,11,64.1,1.0,9,57.4,1.0,11,-1.7
"McCandless township (Allegheny, PA)",Downtown,420034131002,40.593762,-80.032551,2146.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"McCandless township (Allegheny, PA)",Downtown,420034131003,40.599845,-80.043612,1407.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"McCandless township (Allegheny, PA)",Downtown,420034132011,40.575912,-80.031127,817.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"McCandless township (Allegheny, PA)",Downtown,420034132012,40.577214,-80.048262,1314.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"McCandless township (Allegheny, PA)",Downtown,420034132013,40.570799,-80.042124,1695.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"McCandless township (Allegheny, PA)",Downtown,420034132021,40.586409,-80.055339,1077.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"McCandless township (Allegheny, PA)",Downtown,420034133001,40.560844,-80.030709,1759.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"McCandless township (Allegheny, PA)",Downtown,420034134001,40.561781,-80.000959,1607.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"McCandless township (Allegheny, PA)",Downtown,420034134002,40.55941,-80.013969,1303.0,84.6,1.0,9,,0.0,0,84.6,1.0,9,,0.0,0,
"McCandless township (Allegheny, PA)",Downtown,420034135001,40.583605,-80.007034,950.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"McCandless township (Allegheny, PA)",Downtown,420034135002,40.575525,-80.020611,2164.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"McCandless township (Allegheny, PA)",Downtown,420034135003,40.57245,-79.997337,1448.0,46.6,0.033,6,,0.0,0,46.6,0.033,6,,0.0,0,
"McCandless township (Allegheny, PA)",Downtown,420034135004,40.576613,-80.004869,2059.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"McCandless township (Allegheny, PA)",Downtown,420034141023,40.593831,-79.979209,1882.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"McCandless township (Allegheny, PA)",Oakland,420034131002,40.593762,-80.032551,2146.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"McCandless township (Allegheny, PA)",Oakland,420034131003,40.599845,-80.043612,1407.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"McCandless township (Allegheny, PA)",Oakland,420034132011,40.575912,-80.031127,817.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
